ability_id,attack_type,damage_type,en
2071720424898560,Melee,Energy,Power Strikes
2047608478498816,Tech,Kinetic,Overwhelming Swipe
2041312056442880,Ranged,Energy,Blast Attack
2485282825830400,Force,Energy,Standard Force Energy Damage
2508797771776000,Tech,Kinetic,Overwhelming Swipe
2763154324979712,Melee,Energy,Wrench Hit
3460047128494080,Melee,Energy,Cyclone Slash
1202324554907921,Tech,Elemental,Burning
3765144425333024,Tech,Elemental,Burning (Physical)
2877164231852032,Melee,Energy,Savage Arcing Slash
2902341330141184,Melee,Energy,Strike
2768729192529920,Tech,Energy,Energy Surge
2025313303265280,Force,Elemental,Lightning Storm
2060995891560704,Force,Kinetic,Crushed
3441299596247040,Melee,Energy,Exploit Vulnerability
3012730579582976,Tech,Elemental,Cascade
2853876919173120,Tech,Kinetic,Stockstrike
3249756939747328,Melee,Energy,Force Leap
2819568720412672,Ranged,Energy,Overload Shot
3241875674759168,Melee,Energy,Basic Attack
2464654097907712,Melee,Energy,Melee Attack
3241854199922688,Melee,Energy,Basic Attack
2039714328608768,Tech,Kinetic,Leap
3210582543040512,Ranged,Energy,Ranged Attack
1706094153957376,Tech,Energy,Fire Grenade
2814904385929216,Tech,Kinetic,Flurry
2491407449194496,Force,Energy,Power Orb Detonation
3046274274164736,Tech,Internal,Roar
2051899150827520,Melee,Energy,Head Smash
987812413308928,Ranged,Energy,Shatter Shot
3759964694773760,Ranged,Energy,Ranged Attack
3349215497420800,Melee,Energy,Assault
3437837852606464,Ranged,Energy,Ranged Attack
3276725039398912,Tech,Kinetic,Stockstrike
811946387439872,Force,Kinetic,Crushed
3408790988783616,Tech,Kinetic,Heatseeker Missiles
2789040092872704,Ranged,Energy,Unload
3399153082171392,Tech,Kinetic,Stock Strike
808312845107200,Force,Energy,Spike
979819479171072,Force,Internal,Shadow Technique
2777087198887936,Melee,Energy,Cleave
3765148720300320,Tech,Elemental,Burning (Physical)
2748164889116672,Tech,Elemental,Flame Sweep
2901194573873152,Tech,Kinetic,Rocket Blast
2989387432329216,Tech,Elemental,Orbital Strike
3261997596541536,Tech,Elemental,Poisonous Spores
984767281496064,Tech,Energy,Fast Knife
2877190001655808,Force,Kinetic,Mighty Leap
3691412721762304,Ranged,Energy,Ranged Attack
3249713990074627,Force,Internal,Bleeding (Physical)
3249713990074368,Melee,Energy,Severing Strikes
2857965728038912,Ranged,Energy,Ranged Attack
3473030814629888,Tech,Elemental,Pulse Cannon
2821432736219136,Ranged,Energy,Flurry of Bolts
2516232360165376,Melee,Energy,Melee Attack
3603348712325120,Melee,Energy,Basic Attack
3448115709345792,Force,Kinetic,Exploding Mine
957146346815488,Melee,Energy,Ataru Form
2524401387962368,Melee,Energy,Head Smash
3760093543792935,Tech,Kinetic,Unstable
3066494980194584,Tech,Kinetic,Shoulder Cannon
898601647603712,Melee,Energy,Assault
1125642208804864,Melee,Energy,Saber Strike
2971009267269632,Tech,Elemental,Rock Heave
3292191216631808,Melee,Energy,Assault
3010308218028032,Tech,Energy,Corrupted A.I.
812178315673600,Force,Kinetic,Force Sweep
2848366476132352,Tech,Kinetic,Grav Round
3287101680386048,Force,Kinetic,Slam
2074340354949120,Force,Kinetic,Flurry
1977875389480960,Melee,Energy,Flurry
813531230371840,Melee,Energy,Melee Attack
3569680463691776,Ranged,Energy,Tactical Missile
2311413959753728,Tech,Kinetic,Concussion Pulse
2779393596325888,Melee,Energy,Sucker Punch
2040294149193985,Tech,Internal,Poisoned (Physical)
3765140130365728,Tech,Elemental,Burning (Physical)
3255804253700352,Force,Internal,Poisoned
3255804253700096,Melee,Energy,Diseased Claw
3004561551786240,Tech,Internal,Baradium Poisoning
813505460568064,Ranged,Energy,Ranged Attack
3692263125286912,Tech,Elemental,Siz Whistle
3440822854877184,Ranged,Energy,Corrosive Assault
3061534292967424,Tech,Elemental,Massive Explosion
3519893202796544,Force,Kinetic,Let Me Fix You
2484840444198912,Melee,Energy,Assault
2877645268189184,Force,Elemental,Frostbite
2853906983944192,Melee,Energy,Melee Attack
3585928324972544,Ranged,Energy,Series of Shots
2882309602672640,Force,Elemental,Burning Force
3242322351357952,Ranged,Energy,Missile Blast
2917463909990400,Tech,Kinetic,Smash
2196850002100224,Force,Kinetic,Earthquake
828228608458752,Tech,Kinetic,Thermal Grenade
2877718282633477,Force,Internal,Mental Anguish (Any)
2877718282633216,Force,Internal,Shriek
975129374883840,Melee,Energy,Lacerate
3299269322735616,Melee,Energy,Melee Attack
3632043388829696,Tech,Kinetic,Ground Smash
2288062222565633,Tech,Internal,Poisoned (Physical)
3765161605202208,Tech,Elemental,Burning (Physical)
3399290521124864,Ranged,Energy,Ranged Attack
3569805017743360,Melee,Energy,Finishing Strike
2854074487668995,Tech,Internal,Bleeding (Physical)
2854074487668736,Tech,Kinetic,Gut
2748895033557278,Tech,Elemental,Incendiary Missile
3245028180754432,Tech,Kinetic,Electro Grenade
1228944762208256,Ranged,Energy,Cull_test
2111315728400384,Tech,Energy,Static Discharge
3025460862648626,Melee,Energy,Monsterous Swipe
3025460862648630,Melee,Energy,Monsterous Swipe
3025460862648634,Melee,Energy,Monsterous Swipe
3025460862648641,Tech,Kinetic,Tail Whip
3025460862648645,Tech,Kinetic,Tail Whip
3025460862648649,Tech,Kinetic,Devastating Slam
3025460862648653,Tech,Kinetic,Devastating Slam
3025460862648657,Tech,Kinetic,Phasic Spittle
3298345904767268,Force,Kinetic,Overcharge Field
2877001023094784,Ranged,Energy,Ranged Attack
2511271672938496,Tech,Elemental,Warship Missile Blast
3214246150144263,Force,Elemental,Corrosive Mucus (Any)
3329699166027776,Tech,Kinetic,Artillery
2877954505834496,Tech,Kinetic,Death from Above
2487241330917376,Tech,Kinetic,Missile Blast
3771500976930816,Force,Kinetic,Earthquake
2301861952487424,Ranged,Energy,Trickshot
2316718244364288,Tech,Kinetic,Blade Shear
2443913700835328,Force,Kinetic,Forcequake
3298698092085248,Melee,Energy,Strike
2777319127121920,Ranged,Energy,Snipe
3400093680009216,Melee,Energy,Melee Attack
3349099533304067,Force,Internal,Weaken Mind (Force)
3765165900169504,Tech,Elemental,Burning (Physical)
3528062230593824,Tech,Internal,Bleeding (Any)
3528062230593536,Melee,Energy,Swipe
2996096171245829,Force,Internal,Mass Affliction (Force)
2137678237663232,Ranged,Energy,Blast Barrage
1683730259247104,Tech,Elemental,Warship Missile Volley
2288693582757888,Force,Kinetic,Sweep Field
2320940197216256,Force,Kinetic,Howl
2777843113132032,Tech,Kinetic,Thermal Detonator
3356611431104512,Tech,Kinetic,Riot Punch
852529533419520,Tech,Kinetic,dirty_kick_staged
3289524041941248,Force,Elemental,Berserker Curse
3721468902899712,Force,Internal,Death Field
2860409564430597,Force,Internal,Mental Anguish (Any)
2860409564430336,Force,Internal,Shriek
1191685920915456,Force,Elemental,Freezing Force
3496593005215744,Tech,Elemental,Irresponsibly Modified Flamethrower
3404620575539200,Ranged,Energy,Hemorrhaging Blast
2788464567255040,Melee,Energy,Hand slap
3471978547642368,Force,Kinetic,Soaring Smash
2520256744521728,Ranged,Energy,Wrist Laser Burst
3765153015267616,Tech,Elemental,Burning (Physical)
3385224503230464,Melee,Energy,Melee Attack
3347325711810560,Force,Kinetic,Telekinetic Burst
2748001680359424,Melee,Energy,Drill Strike
3397722858061824,Melee,Energy,Big Wrench
2076333219774464,Force,Energy,Ball Lightning Detonate
3273894655950848,Force,Elemental,Life Drain
3598031542812672,Ranged,Energy,Suppressive Fire
3071743430230016,Ranged,Energy,Power Shot
3244920806572289,Tech,Elemental,Freezing (Tech)
3244920806572032,Tech,Elemental,Cryo Gun
2876915123748864,Tech,Energy,Zap Attack
3251590890782720,Tech,Kinetic,Energy Burn
2535641317376000,Melee,Energy,Melee Attack
3299071754240000,Ranged,Energy,Grounding Shot
2789546899013632,Melee,Energy,Melee attack
2264568751456256,Tech,Elemental,Energy Blast
2859146844045312,Melee,Energy,Melee Attack
3210531003433240,Force,Internal,Thundering Blast (Forked Darkness)
2456141472727040,Ranged,Energy,Swipe
3368671699271680,Melee,Energy,Stun Rod Attack
3010578800967680,Melee,Energy,Melee Attack
812165430771712,Melee,Energy,Saber Throw
3765157310234912,Tech,Elemental,Burning (Physical)
2510137801572352,Force,Kinetic,Backhand
3569177952518144,Force,Kinetic,Ground Smash
2158379980029952,Melee,Energy,Saber Strike
3218004246528000,Force,Energy,Mass Force Storm
3051239256358912,Force,Elemental,Hypergate Instability
3012691924877570,Tech,Energy,Overcharge
3443030468067328,Force,Energy,Force Storm
2786944148832256,Tech,Energy,Electropulse
2859091009470464,Tech,Internal,Toxic Miasma
2860564183252992,Melee,Energy,Cleave
1413263283716358,Tech,Internal,Bleeding (Physical)
1413263283716096,Melee,Energy,Rupture
3372326716440576,Melee,Energy,Ranged Attack
2748104759574792,Tech,Elemental,Incendiary Missile
2748104759574528,Tech,Elemental,Flame Sweep
3021118650712064,Force,Energy,Overload
3309409740521472,Force,Kinetic,Debris Throw
2877456289628160,Melee,Energy,Masticate
3342296305106944,Force,Kinetic,Lightning Strike
2777744328884485,Tech,Kinetic,Jet Charge
2777744328884224,Tech,Kinetic,Rocket Punch
2740421063081984,Melee,Energy,Laser Blast
2878487081779200,Melee,Energy,Crush
3280483135782912,Ranged,Energy,Rifle Shot
3193140680851456,Melee,Energy,Melee Attack
2777692789276933,Tech,Elemental,Incendiary Missile
2777692789276672,Tech,Elemental,Flame Burst
3240552824832000,Melee,Energy,Melee Attack
3569354046177280,Force,Kinetic,Anti-Personnel Detonator
3025478042517504,God,God,Hypergate Unity
809193313402880,Tech,Energy,Heavy Grenade
2516236655132672,Melee,Energy,Melee Attack
2059917854769152,Force,Energy,Force Shock
3012640385269760,Tech,Energy,Wrist Laser
2993789773807873,Tech,Energy,Stunned
3760063479021568,Ranged,Energy,Snipe
3369771210899456,Ranged,Energy,Flechette Cannon
2779586869854468,Force,Internal,Bleeding
2878938053345539,Tech,Elemental,Burning
2066205686890496,Melee,Energy,Power Attack
3406729404481536,Ranged,Energy,Brutal Shots
2917468204957696,Tech,Kinetic,Smash
2783606959243264,Tech,Elemental,Flurry
3391666954174464,Tech,Elemental,Plasmatize
2761457812898048,Tech,Kinetic,Sticky Pulse Grenade
3258291039764480,Ranged,Energy,Ranged Attack
3470071582162944,Ranged,Energy,Dual Shot
2998303784435712,Melee,Energy,Battering Assault
3287105975353344,Force,Kinetic,Thundering Blast
3298728156856320,Melee,Energy,Melee Attack
3349876922384384,Force,Elemental,Spike of Pain
3470621337976832,Ranged,Energy,Saturation Fire
2064857067159552,Tech,Kinetic,Backstab
2996375344120067,Force,Kinetic,Combustion
2522425703006465,Force,Kinetic,Stunned
2759421998399488,Tech,Elemental,Laser Blast
2269426359468032,Tech,Energy,Electropulse
2467798013968384,Melee,Energy,Savage Hit
2304211299598336,Force,Kinetic,Courageous Call
801299163512832,Ranged,Energy,Hammer Shot
2860877715865856,Tech,Kinetic,Self Destruct
2860877715865600,Force,Kinetic,Self Destruct
811856193126400,Ranged,Energy,Full Auto
2922510496563200,Tech,Kinetic,Barrage
3069192219656453,Force,Internal,Mass Affliction (Force)
807857578574081,Force,Internal,Bleeding (Draining Scream)
3037602735194112,Ranged,Energy,Ranged Attack
3390030571634688,Ranged,Energy,Ranged Attack
2860542708416512,Tech,Kinetic,Charge
3245096900231168,Force,Elemental,Vitality Extraction
2051499718868992,Tech,Kinetic,Power Punch
3404611985604608,Ranged,Energy,Dirty Blast
2534065064378368,Ranged,Energy,Rapid Shots
2518654721720320,Melee,Energy,Shredding Claws
3691438491566080,Ranged,Energy,Ranged Attack
2777740033916928,Ranged,Energy,Rapid Shots
2776120831246336,Melee,Energy,Battering Assault
1582223002173440,Melee,Energy,Retaliation
3765170195136844,Tech,Elemental,Burning (Physical)
3569693348593664,Ranged,Energy,Suppressing Fire
3012803594027266,Tech,Energy,Volatile Energy
2296252725198848,Ranged,Energy,Sweeping Blasters
2919022983118848,Tech,Kinetic,Explosive Round
3010638930509824,Force,Kinetic,Calming Pheromone
3307189242429440,Tech,Energy,Massive Slam
812796790964495,Force,Kinetic,Crushed (Force)
812796790964581,Force,Kinetic,Crushed (Mental Momentum)
812796790964224,Force,Kinetic,Mind Crush
2853979998388224,Ranged,Energy,Rifle Shot
3129463495720960,Tech,Kinetic,Final Offer
2739553479688192,Melee,Energy,Melee attack
2879358960140288,Tech,Kinetic,Shiv
883191304945664,Melee,Energy,nariel_leap
3273031367524352,Ranged,Energy,Hammer Shot
2058229932621824,Force,Energy,Immobilizing Shot
3010587390902272,Melee,Energy,Melee Attack
3518042071891968,Melee,Energy,Melee Attack
2995301602295808,Melee,Energy,Flurry
979806594269184,Force,Internal,Combat Technique
2859086714503168,Melee,Energy,Leap
3546341611405312,Force,Elemental,Lingering Destruction
2516533007876096,Force,Elemental,Unnatural Heat
3024133717753856,Force,Kinetic,Hurl
3131615274336514,Tech,Internal,Bleeding (Physical)
3131615274336256,Tech,Kinetic,Retractable Blade
3364917897855242,Force,Kinetic,Internal Bleeding
3364917897854976,Melee,Energy,Retractable Blade
2996555732746240,Tech,Kinetic,Sting
2508505713999872,Ranged,Energy,Rocket Burst
1619194080657408,Force,Kinetic,Force Slow
3131177187672064,Tech,Elemental,Plasma Probe
2903921878106112,Tech,Kinetic,Airstrike
964675424485376,Force,Kinetic,Force Breach
811894847832064,Ranged,Energy,Headshot
3528066525560832,Force,Kinetic,Ground Smash
3294824031584256,Force,Elemental,Expectorate
2205139288981504,Ranged,Energy,Hail Of Bolts
3221079443111936,Tech,Kinetic,Debilitate
3204788632158208,Ranged,Energy,Full Auto
2902276905631744,Melee,Energy,Slash
2519294671847424,Melee,Energy,Melee Attack
2625599407390720,Ranged,Energy,Carbine Burst
2522335508692992,Melee,Energy,Force Leap
2920032300433408,Tech,Energy,Electrosmash
2625298759680000,Tech,Energy,Missile Bombardment
3701712053338112,Tech,Energy,Ground Pound
2899132989571072,Tech,Elemental,Ion Pulse
2455192284954883,Tech,Internal,Poisoned (Tech)
2899120104669184,Tech,Elemental,Ion Pulse
3287144630059008,Tech,Kinetic,Missile Salvo
812839740637184,Melee,Energy,Shadow Strike
1464347624734720,Force,Kinetic,Force Push
3438903004496146,Tech,Internal,Poisoned (Any)
3328861647405056,Melee,Energy,Ranged Attack
3014594595389440,Melee,Energy,Battering Assault
2877825656815616,Melee,Energy,Backhand Smash
2778358509207552,Tech,Kinetic,Rigged Explosives
2520239564652544,Force,Kinetic,Smash
3234836223361024,Force,Kinetic,Wind Buffet
3142348397608960,Melee,Energy,Obliterate
2523078538035200,Tech,Energy,Flurry of Lightning
1782995543392512,Force,Energy,Shocked
3258832205643776,Force,Energy,Force Storm
1977905454252032,Force,Internal,Bleed
3484519852146688,Melee,Energy,Smash
2853945638649856,Ranged,Energy,Rifle Shot
2511258788036608,Ranged,Energy,Rail Shot
2995421861380096,Tech,Kinetic,Slathering Strike
3248812046942208,Ranged,Energy,Aimed Shot
2441633073201408,Tech,Internal,Poisoned (Physical)
2441633073201152,Melee,Energy,Infectious Bite
2815183558803456,Ranged,Energy,Ranged Attack
2853314278457344,Ranged,Energy,Hammer Shot
2809969468506371,Force,Internal,Bleeding
2809969468506112,Melee,Energy,Shred
2785535399559168,Force,Energy,Lightning Spike
2519036973809664,Melee,Energy,Saber Strike
1780263944192000,Tech,Kinetic,Groundfire
2777709969146114,Tech,Elemental,Heat Wave
2777709969145856,Tech,Elemental,Heat Blast
2821179333148672,Ranged,Energy,Hammer Shot
3451839445991424,Melee,Energy,Saber Attack
2306698085662720,Ranged,Energy,Rifle Shot
1790412951912708,Force,Kinetic,Force Cyclone
3220838924943360,Tech,None,Blue Torus
3061710386626560,Melee,Energy,Frenzied Strike
3299445416394752,Tech,Elemental,Polarity Wave
3589471672991744,Melee,Energy,Threatening Strike
2042690740944896,Force,Kinetic,Backhand
3647535335866368,Tech,Kinetic,Storm
2836520956329984,Melee,Energy,Assault
3126856450572288,Ranged,Energy,Ranged Attack
2779470905737216,Melee,Energy,Frenzy
3299355222081536,Melee,Energy,Rising Slash
3012666155073536,Tech,Elemental,Hypergate Void
2074275930439680,Tech,Elemental,Flameguard
3298788286398464,Force,Energy,Shock
3234870583099392,Tech,Energy,Energy Surge
2268670445223936,Ranged,Energy,Suppressive Fire
2741284351508480,Force,Kinetic,Rock Throw
3349211202453504,Melee,Energy,Battering Assault
3389025549287424,Melee,Energy,Strike
3404453071814656,Force,Kinetic,WOOKIEE RAGE
2524392798027776,Melee,Energy,Melee Attack
3285409463271424,Tech,Energy,Chest Laser
2743951526199296,Melee,Energy,Melee Attack
3211677759700992,Tech,Elemental,Explosive Surge
2211706293977088,Tech,Internal,Kick of Awesome
3012614615465984,Tech,Kinetic,Dread Bomb
3131185777606656,Tech,Elemental,Heat Beam
998270658674688,Force,Kinetic,Force Scream
801032875540480,Melee,Energy,Shockwave
955295215910912,Melee,Energy,Swipe
2142256672800768,Ranged,Energy,Sweeping Gunfire
3232851948470272,Melee,Energy,Basic Attack
3649395056705536,Tech,Kinetic,Charged Laser Volley
3408202578264346,Tech,Elemental,Supercharged Burn
2508458469359876,Ranged,Energy,Burning
2854542639104000,Tech,Kinetic,Hidden Strike
2769317603049730,Force,Kinetic,Festering Bite (Any)
2518199455186944,Tech,Kinetic,Storm
808269895434240,Melee,Energy,Maul
3511084224872448,Melee,Energy,Wide Slash
2879328895369216,Ranged,Energy,Suppressive Fire
2518586002243841,Force,Energy,Shocked
3126104831295488,Melee,Energy,Water Kick
3295867708637184,Force,Kinetic,Suffering
3000270879457537,Force,Kinetic,Crushed
3000270879457280,Force,Kinetic,Pulverizing Darkness
3451985474879488,Force,Kinetic,Thundering Wave
3249104104718336,Melee,Energy,Ranged Attack
2448788488716578,Force,Kinetic,Project
2448788488716288,Force,Energy,Shock
3685902278721536,Force,Elemental,Legacy Orbital Strike
2058251407458304,Tech,Kinetic,Proximity Detector
3249542191382528,Tech,Kinetic,Heatseeker Missiles
2765318988496896,Melee,Energy,Leap
3342034312101888,Melee,Energy,Twin Attack
2882408386920448,Tech,Kinetic,Grav Wave
814841195397120,Ranged,Energy,Leg Shot
2300685131448577,Tech,Energy,Shocked
2300685131448320,Tech,Energy,Tech Pulse
2695710453530624,Tech,Kinetic,Shield Pulse
960436291764492,Tech,Elemental,Molten Burst
3289043005604106,Tech,Internal,Poisoned (Any)
3663031577870336,Force,Energy,Force Wave
2027022700249344,Tech,Elemental,Burning (Incendiary Missile)
2027022700249088,Tech,Elemental,Incendiary Missile
3227672217911552,Tech,Energy,Shocked
2879092672167936,Melee,Energy,Blade Frenzy
826295873175552,Melee,Energy,Dazing Slap
2837757906911232,Melee,Energy,Barrage
2972950592487424,Tech,Kinetic,Manic Hurl
3470389409742848,Ranged,Energy,Unload
2523327646138368,Ranged,Energy,Rifle Rush
1461727694684160,Melee,Energy,Assault
3569740593233920,Tech,Kinetic,Exhaustive Shot
3064807058046976,Force,Kinetic,Gnawing Bite
3393079998414848,Tech,Energy,Pulse Beam
2506302395777024,Tech,Kinetic,Thermal Grenade
3380019002867972,Force,Kinetic,Rage Pounce
2778337034371072,Tech,Kinetic,Unstable Energy
3685593041076224,Force,Elemental,Legacy Flame Thrower
2995640904712192,Tech,Energy,Magnetic Attrition
3439087688089600,God,God,Aberrant Maelstrom
2508114871975936,Ranged,Energy,Quick Shot
2997225747644416,Ranged,Energy,Vanish Strike
2516408453824512,Tech,Elemental,Broodmaster Swarm
2074031117303808,Force,Kinetic,Backhand
2017260239585280,Ranged,Energy,Rapid Shots
2815965242851328,Tech,Elemental,Rigidity Round
3225803907137536,Tech,Kinetic,Charged Blast
3274332742615040,Melee,Energy,Spinning Strikes
2816764106768384,Melee,Energy,Hack
2859065239666688,Force,Kinetic,Stomp
3393844502593536,Melee,Energy,Maul
3491786936811520,Ranged,Energy,Spear Swipe
2462394945110283,Tech,Kinetic,Shrapnel Wounds
2462394945110288,Tech,Kinetic,Explosive Round
2462394945110016,Tech,Kinetic,Missile Blast
3440827149844480,Ranged,Energy,Weakening Blast
3447359795101696,Force,Internal,Essence Corruption
2877722577600512,Force,Elemental,Sonic Paralysis
3518694906920960,Ranged,Energy,Charged Bolt
3200519434666304,Tech,Internal,Corrosive Mine
2522365573464064,Ranged,Energy,Concussion Missile
2197872204316672,Tech,Elemental,Flame Thrower
3217737958555648,Melee,Energy,Cyroban Scattergun Blast
3518952604958720,Ranged,Energy,Charged Bolt
2876734735122432,Ranged,Energy,Ranged Attack
2778315559534592,Melee,Energy,Drill Strike
3218665671491584,Ranged,Energy,Ranged Attack
2295741624090624,Melee,Energy,Assassinate
1783631198552064,Ranged,Energy,Rocket Burst
2495079646232576,Melee,Energy,Sweeping Slash
3662825419440128,Force,Internal,Turbulence
3330712778309632,Force,Kinetic,Bombs Away
3216092986081280,Tech,Energy,Gree Disintegrator
2304713810771968,Force,Kinetic,Jet Charge
3300643712270336,Force,Energy,Force Wave
3360708829904896,Melee,Energy,Force Leap
2777374961696768,Melee,Energy,Force Charge
2535937670119424,Force,Kinetic,Smash
2145795725852672,Tech,Energy,EMP Blast
3396511677284352,Ranged,Energy,Sweeping Gunfire
3395820187549696,Tech,Elemental,Shoulder Cannon
3518961194893593,Tech,Kinetic,Shrapnel Wounds
3518961194893312,Tech,Kinetic,Mortar Round
2877074037538816,Force,Kinetic,Gift of the Masters
2502101917761793,Tech,Elemental,Burning (Tech)
2877451994660864,Melee,Energy,Rush
2288023567859968,Force,Kinetic,Crushed
2877477764464898,Tech,Internal,Corrosive Smash
2877477764464640,Tech,Internal,Corrosive Smash
3384812186370048,Tech,Elemental,Scorch
3755871590940672,Force,Internal,Overcharge Collar
3277678522138624,Force,Kinetic,Debris Throw
2768991185534976,Ranged,Energy,Ranged Attack
2876863584141312,Ranged,Energy,Mortar Barrage
2515072718995456,Tech,Kinetic,Grav Round GCD Action
2276547415244800,Tech,Kinetic,Proximity Grenade
2779672769200128,Melee,Energy,Melee attack
3063720431321088,Ranged,Energy,Ranged Attack
2790380122669056,Melee,Energy,Melee attack
812732366454784,Force,Energy,Forcequake
3235493353357312,Ranged,Energy,Ranged Attack
2877061152636928,Melee,Energy,No Escape
2045366505570304,Force,Energy,Force Storm
3518669137117462,Tech,Elemental,Burning (Tech)
3518669137117184,Ranged,Energy,Missile Barrage
2963991290707968,Ranged,Energy,Cannon Fire
3384494358790144,Melee,Energy,Force Leap
2069757624844288,Tech,Kinetic,Orbital Bombardment
2518246699827461,Force,Internal,Affliction (Force)
1159319047372800,Tech,Elemental,Incendiary Grenade
2986883466395648,Force,Kinetic,Assassinate
3444907368775680,Melee,Energy,Stealth Assassination
2031970502574080,Melee,Energy,Force Charge
2300539102560256,Tech,Energy,Tech Pulse
2832032715505664,Ranged,Energy,Hammer Shot
3248090492436480,Tech,Energy,Pulse Round
3021552442408960,Melee,Energy,Assault
2779651294363648,Force,Kinetic,Ground Smash
2694181445173248,Melee,Energy,Melee Attack
2060282926989312,Tech,Internal,Backhand
2695650323988753,Tech,Internal,Bleeding (Tech)
2695650323988480,Ranged,Energy,Deadly Shots
3473494671097856,Tech,Internal,Guided Missile Volley
2801413893652480,Tech,Kinetic,Smash
2529645543030784,Ranged,Energy,Full Auto
3545963654283264,Force,Internal,Curse of the Monolith
2060854157639937,Force,Kinetic,Smash
3518690611953942,Tech,Elemental,Burning (Tech)
3518690611953664,Ranged,Energy,Missile Barrage
2916123880194306,Tech,Elemental,Burning (Tech)
2916123880194048,Tech,Elemental,Flame Burst
3025727150620672,Tech,Elemental,Acid Spit
2075568715595776,Ranged,Energy,Burst
3428590788018176,Melee,Energy,Crushing Blow
2779385006391296,Melee,Energy,Assault
2792643570434048,Melee,Energy,Backhand Smash
3437429830713600,Tech,Elemental,Welding Torch
2879131326873600,Tech,Kinetic,Fragmentation Grenade
3496180688355328,Melee,Energy,Ranged Attack
3341067944460544,Force,Kinetic,Smash
3445040512761856,Melee,Energy,Ranged Attack
2521794342813953,Tech,Elemental,Molten Burst
3404191078809600,Force,Kinetic,V-6 Rakata Freeze Bomb
3254605957824512,Tech,Kinetic,Missile Shot
2034212475502592,Melee,Energy,Maul
2836220308619264,Tech,Kinetic,Ground Shatter
2877305965772800,Force,Kinetic,Mighty Leap
2852850421989376,God,God,Kill
2877018202963968,Tech,Kinetic,Baradium Explosive Pack
2777787278557184,Tech,Kinetic,Jet Charge
3041068773801984,Melee,Energy,Lunge
3447819356602368,Tech,Elemental,XS Freighter Flyby
3705839516909568,Tech,Elemental,Flame Thrower
1660030629707776,Melee,Energy,Boss Overhead Slam
2516528712908800,Force,Energy,Crushing Blows
2509811384057856,Melee,Energy,Rapid Attack
961346824830976,Melee,Energy,Boss Overhead Slam
3228101714640896,Tech,Kinetic,Replicated Force Push
1660026334740480,Melee,Kinetic,Crush
2917438140186624,Tech,Kinetic,Smash
2777344896925696,Tech,Kinetic,Debilitate
3748149239742730,Tech,Elemental,Burning
3748149239742464,Tech,Kinetic,Rocket Punch
3299170538488069,Force,Internal,Affliction
3299170538488091,Force,Internal,Affliction
2763300353868040,Tech,Internal,Poisoned (Physical)
2816768401735680,Tech,Elemental,Electrical Disturbance
2262666080944128,Force,Kinetic,Giant Asteroid
2800473295814656,Tech,Kinetic,Improved Roar
1499050960486400,Tech,Energy,Static Discharge
3218901894692864,Melee,Energy,Snipe
2293439521619968,Tech,Energy,Eye Lasers
3691331117383680,Tech,Kinetic,Legacy Dirty Kick
2624671694454784,Tech,Kinetic,Swipe
3021681291427840,Force,Internal,Doom
3602176186253312,Melee,Energy,Basic Attack
2522494422482944,Force,Kinetic,Sweep
2981407383093248,Melee,Energy,Overstrike
3021870269988864,Force,Energy,Overload
3301008784490496,Force,Kinetic,Spinning Attack
3025679905980416,Force,Kinetic,Slam
3480564187267072,Tech,Kinetic,Kick
2115477551710208,Ranged,Energy,Hail Of Bolts
3470591273205760,Ranged,Energy,Full Auto
3406428756770816,Melee,Energy,Leaping Attack
2621222835716096,Force,Kinetic,Smash
2462042757791744,Force,Kinetic,Overload
2621106871599104,Melee,Energy,Cleaving Strike
3461554662014976,Melee,Energy,Dispatch
2860650082598912,Ranged,Energy,Flurry of Bolts
1486028619644928,Melee,Energy,Melee Attack
2531140191649792,Melee,Energy,Strike
2307819072126976,Ranged,Energy,Charged Blast
2454419190841344,Force,Energy,Ionized Stream
827163456569600,Force,Kinetic,Devour Flesh
3301262187560960,Melee,Energy,Force Charge
2920010825596928,Tech,Elemental,Heat Beam
2272102124093440,Tech,Kinetic,Sweep
3492877858504704,Melee,Energy,Force Leap
1124693021032448,Force,Energy,electrocution
3012687629910274,Tech,Energy,Overcharge
3128750531149824,Tech,Elemental,Explosive Surge
3129420546048000,Tech,Kinetic,Stockstrike Knockback
3025667021078528,Force,Kinetic,Slam
3280478840815616,Ranged,Energy,Rifle Shot
3493199981051904,Force,Kinetic,Force Sweep
3589437313253376,Tech,Kinetic,Electric Pulse
2765331873399043,Force,Kinetic,Smash
3211351342186496,Tech,Energy,Phase Pulse
3010793549332480,Melee,Energy,Flurry
739670677782787,Tech,Elemental,Incinerated
739670677782789,Tech,Elemental,Collateral Damage
3391714198814720,Ranged,Energy,Shotgun Blast
2469541770690560,Tech,Kinetic,Giant Ion Cannon
2787158897197056,Tech,Kinetic,Charge
3307747588177920,Melee,Energy,Battering Assault
943170523234566,Force,Energy,Shocked
2520407068377088,Ranged,Energy,Bulwark Burst
814252784877568,Tech,Elemental,Jet Boost
3518956899926297,Tech,Kinetic,Shrapnel Wounds
3518956899926016,Tech,Kinetic,Mortar Round
2765525146927104,Tech,Kinetic,Barrage
2989735324680192,Melee,Energy,Master Strike
2000436852686848,Melee,Energy,Head Butt
3230975047761920,Tech,Energy,Shockwave Strike
3543292184625152,Force,Energy,Terrible Shout
